generation rock paper scissors lizzard spock
24642 44141 38340 0 77719 0
24643 45559 37319 0 77322 0
24644 46996 36386 0 76818 0
24645 48561 35613 0 76026 0
24646 50173 34856 0 75171 0
24647 51778 34211 0 74211 0
24648 53372 33647 0 73181 0
24649 55133 33236 0 71831 0
24650 56692 32851 0 70657 0
24651 58216 32627 0 69357 0
24652 59736 32509 0 67955 0
24653 61284 32350 0 66566 0
24654 62871 32279 0 65050 0
24655 64421 32247 0 63532 0
24656 66009 32336 0 61855 0
24657 67338 32593 0 60269 0
24658 68767 32855 0 58578 0
24659 70103 33210 0 56887 0
24660 71263 33638 0 55299 0
24661 72366 34135 0 53699 0
24662 73385 34596 0 52219 0
24663 74316 35194 0 50690 0
24664 75045 35927 0 49228 0
24665 75785 36683 0 47732 0
24666 76390 37509 0 46301 0
24667 76803 38447 0 44950 0
24668 77203 39392 0 43605 0
24669 77388 40405 0 42407 0
24670 77448 41519 0 41233 0
24671 77314 42701 0 40185 0
24672 77063 43926 0 39211 0
24673 76788 45181 0 38231 0
24674 76285 46628 0 37287 0
24675 75679 48082 0 36439 0
24676 75116 49398 0 35686 0
24677 74385 50824 0 34991 0
24678 73524 52423 0 34253 0
24679 72309 54104 0 33787 0
24680 71143 55785 0 33272 0
24681 69877 57437 0 32886 0
24682 68484 59042 0 32674 0
24683 67187 60684 0 32329 0
24684 65824 62229 0 32147 0
24685 64191 63864 0 32145 0
24686 62509 65477 0 32214 0
24687 60914 67021 0 32265 0
24688 59309 68360 0 32531 0
24689 57736 69648 0 32816 0
24690 56016 71071 0 33113 0
24691 54367 72256 0 33577 0
24692 52683 73447 0 34070 0
24693 51007 74431 0 34762 0
24694 49529 75274 0 35397 0
24695 48123 76070 0 36007 0
24696 46629 76777 0 36794 0
24697 45220 77269 0 37711 0
24698 43911 77595 0 38694 0
24699 42646 77807 0 39747 0
24700 41267 78065 0 40868 0
24701 40115 77981 0 42104 0
24702 39119 77676 0 43405 0
24703 38089 77484 0 44627 0
24704 37239 76982 0 45979 0
24705 36391 76290 0 47519 0
24706 35558 75575 0 49067 0
24707 34909 74598 0 50693 0
24708 34212 73675 0 52313 0
24709 33678 72484 0 54038 0
24710 33176 71351 0 55673 0
24711 32721 70094 0 57385 0
24712 32298 68751 0 59151 0
24713 32053 67188 0 60959 0
24714 31841 65713 0 62646 0
24715 31863 64142 0 64195 0
24716 31908 62573 0 65719 0
24717 32085 60864 0 67251 0
24718 32165 59202 0 68833 0
24719 32431 57520 0 70249 0
24720 32817 55895 0 71488 0
24721 33222 54206 0 72772 0
24722 33651 52799 0 73750 0
24723 34198 51176 0 74826 0
24724 34919 49678 0 75603 0
24725 35615 48196 0 76389 0
24726 36437 46683 0 77080 0
24727 37361 45276 0 77563 0
24728 38370 43901 0 77929 0
24729 39423 42620 0 78157 0
24730 40629 41291 0 78280 0
24731 41833 40149 0 78218 0
24732 43082 39075 0 78043 0
24733 44538 38028 0 77634 0
24734 46027 37086 0 77087 0
24735 47438 36130 0 76632 0
24736 48910 35367 0 75923 0
24737 50459 34672 0 75069 0
24738 52091 34108 0 74001 0
24739 53722 33643 0 72835 0
24740 55308 33153 0 71739 0
24741 56925 32751 0 70524 0
24742 58568 32481 0 69151 0
24743 60277 32245 0 67678 0
24744 61954 31986 0 66260 0
24745 63602 31908 0 64690 0
24746 65134 31965 0 63101 0
24747 66620 32060 0 61520 0
24748 68099 32297 0 59804 0
24749 69456 32498 0 58246 0
24750 70813 32842 0 56545 0
24751 72046 33227 0 54927 0
24752 73338 33686 0 53176 0
24753 74509 34203 0 51488 0
24754 75430 34959 0 49811 0
24755 76341 35632 0 48227 0
24756 77084 36377 0 46739 0
24757 77641 37178 0 45381 0
24758 78158 38120 0 43922 0
24759 78442 39196 0 42562 0
24760 78538 40342 0 41320 0
24761 78535 41526 0 40139 0
24762 78405 42818 0 38977 0
24763 78045 44211 0 37944 0
24764 77704 45605 0 36891 0
24765 77207 47025 0 35968 0
24766 76449 48551 0 35200 0
24767 75658 50106 0 34436 0
24768 74650 51726 0 33824 0
24769 73568 53390 0 33242 0
24770 72463 54962 0 32775 0
24771 71193 56756 0 32251 0
24772 69805 58536 0 31859 0
24773 68342 60236 0 31622 0
24774 66697 62038 0 31465 0
24775 64976 63781 0 31443 0
24776 63323 65398 0 31479 0
24777 61533 67086 0 31581 0
24778 59852 68573 0 31775 0
24779 58094 70116 0 31990 0
24780 56286 71607 0 32307 0
24781 54561 72884 0 32755 0
24782 52898 74045 0 33257 0
24783 51232 75165 0 33803 0
24784 49502 76188 0 34510 0
24785 47820 77122 0 35258 0
24786 46304 77743 0 36153 0
24787 44791 78330 0 37079 0
24788 43356 78825 0 38019 0
24789 42016 79050 0 39134 0
24790 40640 79277 0 40283 0
24791 39560 79154 0 41486 0
24792 38471 78922 0 42807 0
24793 37407 78487 0 44306 0
24794 36496 77954 0 45750 0
24795 35583 77255 0 47362 0
24796 34760 76629 0 48811 0
24797 34025 75635 0 50540 0
24798 33398 74608 0 52194 0
24799 32951 73387 0 53862 0
24800 32461 72115 0 55624 0
24801 32152 70610 0 57438 0
24802 31742 69238 0 59220 0
24803 31408 67861 0 60931 0
24804 31289 66302 0 62609 0
24805 31272 64694 0 64234 0
24806 31350 63039 0 65811 0
24807 31470 61391 0 67339 0
24808 31597 59744 0 68859 0
24809 31764 58100 0 70336 0
24810 31980 56461 0 71759 0
24811 32457 54654 0 73089 0
24812 33017 52897 0 74286 0
24813 33576 51247 0 75377 0
24814 34215 49654 0 76331 0
24815 34934 48052 0 77214 0
24816 35805 46402 0 77993 0
24817 36716 44819 0 78665 0
24818 37707 43410 0 79083 0
24819 38721 42033 0 79446 0
24820 39857 40716 0 79627 0
24821 41126 39559 0 79515 0
24822 42436 38387 0 79377 0
24823 43909 37290 0 79001 0
24824 45385 36260 0 78555 0
24825 47052 35326 0 77822 0
24826 48720 34459 0 77021 0
24827 50304 33744 0 76152 0
24828 52003 33074 0 75123 0
24829 53750 32561 0 73889 0
24830 55428 32127 0 72645 0
24831 57160 31806 0 71234 0
24832 59098 31460 0 69642 0
24833 60897 31247 0 68056 0
24834 62666 31082 0 66452 0
24835 64312 30969 0 64919 0
24836 65964 31038 0 63198 0
24837 67455 31210 0 61535 0
24838 68956 31422 0 59822 0
24839 70327 31748 0 58125 0
24840 71577 32204 0 56419 0
24841 72901 32593 0 54706 0
24842 74053 33097 0 53050 0
24843 75164 33654 0 51382 0
24844 76174 34317 0 49709 0
24845 77116 35077 0 48007 0
24846 77772 35985 0 46443 0
24847 78345 36861 0 44994 0
24848 78769 37898 0 43533 0
24849 79085 38908 0 42207 0
24850 79264 40013 0 40923 0
24851 79274 41276 0 39650 0
24852 79017 42587 0 38596 0
24853 78715 43926 0 37559 0
24854 78270 45345 0 36585 0
24855 77613 46823 0 35764 0
24856 76846 48298 0 35056 0
24857 75975 49931 0 34294 0
24858 74928 51621 0 33651 0
24859 73784 53327 0 33089 0
24860 72627 54993 0 32580 0
24861 71172 56755 0 32273 0
24862 69697 58492 0 32011 0
24863 68074 60404 0 31722 0
24864 66603 61972 0 31625 0
24865 65026 63610 0 31564 0
24866 63385 65191 0 31624 0
24867 61602 66779 0 31819 0
24868 59883 68377 0 31940 0
24869 58186 69748 0 32266 0
24870 56443 71157 0 32600 0
24871 54673 72439 0 33088 0
24872 53022 73663 0 33515 0
24873 51440 74690 0 34070 0
24874 49777 75798 0 34625 0
24875 48254 76597 0 35349 0
24876 46798 77258 0 36144 0
24877 45480 77720 0 37000 0
24878 44113 78169 0 37918 0
24879 42830 78377 0 38993 0
24880 41530 78596 0 40074 0
24881 40412 78518 0 41270 0
24882 39451 78249 0 42500 0
24883 38468 77898 0 43834 0
24884 37422 77679 0 45099 0
24885 36483 77161 0 46556 0
24886 35567 76573 0 48060 0
24887 34849 75691 0 49660 0
24888 34134 74759 0 51307 0
24889 33570 73757 0 52873 0
24890 33064 72551 0 54585 0
24891 32721 71237 0 56242 0
24892 32432 69976 0 57792 0
24893 32360 68532 0 59308 0
24894 32174 67098 0 60928 0
24895 32048 65505 0 62647 0
24896 32010 63926 0 64264 0
24897 32006 62337 0 65857 0
24898 32119 60708 0 67373 0
24899 32403 59032 0 68765 0
24900 32730 57348 0 70122 0
24901 33191 55680 0 71329 0
24902 33566 54060 0 72574 0
24903 34119 52297 0 73784 0
24904 34710 50725 0 74765 0
24905 35356 49133 0 75711 0
24906 36173 47543 0 76484 0
24907 37078 46063 0 77059 0
24908 38050 44728 0 77422 0
24909 39042 43490 0 77668 0
24910 40048 42252 0 77900 0
24911 41014 41001 0 78185 0
24912 42212 39853 0 78135 0
24913 43458 38844 0 77898 0
24914 44872 37789 0 77539 0
24915 46427 36802 0 76971 0
24916 47900 35848 0 76452 0
24917 49473 35044 0 75683 0
24918 51068 34373 0 74759 0
24919 52698 33802 0 73700 0
24920 54257 33247 0 72696 0
24921 55935 32829 0 71436 0
24922 57711 32395 0 70094 0
24923 59314 32092 0 68794 0
24924 60958 32067 0 67175 0
24925 62592 31965 0 65643 0
24926 64321 31871 0 64008 0
24927 66087 31911 0 62202 0
24928 67695 31956 0 60549 0
24929 69195 32080 0 58925 0
24930 70611 32311 0 57278 0
24931 71828 32783 0 55589 0
24932 73058 33323 0 53819 0
24933 74097 33885 0 52218 0
24934 75128 34462 0 50610 0
24935 76082 35164 0 48954 0
24936 76698 35873 0 47629 0
24937 77349 36752 0 46099 0
24938 77809 37771 0 44620 0
24939 78324 38691 0 43185 0
24940 78548 39761 0 41891 0
24941 78503 41010 0 40687 0
24942 78406 42229 0 39565 0
24943 78126 43643 0 38431 0
24944 77681 45102 0 37417 0
24945 77155 46585 0 36460 0
24946 76501 48121 0 35578 0
24947 75699 49662 0 34839 0
24948 74774 51307 0 34119 0
24949 73738 52954 0 33508 0
24950 72654 54597 0 32949 0
24951 71317 56275 0 32608 0
24952 70109 57898 0 32193 0
24953 68660 59547 0 31993 0
24954 67265 61147 0 31788 0
24955 65613 62927 0 31660 0
24956 63930 64659 0 31611 0
24957 62305 66242 0 31653 0
24958 60577 67855 0 31768 0
24959 58863 69292 0 32045 0
24960 57240 70617 0 32343 0
24961 55573 71899 0 32728 0
24962 53935 72987 0 33278 0
24963 52314 74086 0 33800 0
24964 50704 75056 0 34440 0
24965 49158 75933 0 35109 0
24966 47640 76658 0 35902 0
24967 46036 77294 0 36870 0
24968 44608 77802 0 37790 0
24969 43210 78224 0 38766 0
24970 41987 78290 0 39923 0
24971 40716 78294 0 41190 0
24972 39641 78194 0 42365 0
24973 38579 77981 0 43640 0
24974 37563 77682 0 44955 0
24975 36573 77082 0 46545 0
24976 35661 76499 0 48040 0
24977 34993 75547 0 49660 0
24978 34289 74588 0 51323 0
24979 33766 73557 0 52877 0
24980 33277 72428 0 54495 0
24981 32892 71195 0 56113 0
24982 32611 69971 0 57618 0
24983 32421 68556 0 59223 0
24984 32271 66943 0 60986 0
24985 32256 65412 0 62532 0
24986 32298 63672 0 64230 0
24987 32352 62184 0 65664 0
24988 32445 60541 0 67214 0
24989 32657 58898 0 68645 0
24990 32867 57224 0 70109 0
24991 33275 55422 0 71503 0
24992 33699 53733 0 72768 0
24993 34257 52060 0 73883 0
24994 34861 50510 0 74829 0
24995 35549 48893 0 75758 0
24996 36371 47398 0 76431 0
24997 37232 45844 0 77124 0
24998 38193 44479 0 77528 0
24999 39191 43140 0 77869 0
25000 40224 41933 0 78043 0
25001 41411 40768 0 78021 0
25002 42558 39721 0 77921 0
25003 43846 38698 0 77656 0
25004 45153 37745 0 77302 0
25005 46587 36909 0 76704 0
25006 48099 36085 0 76016 0
25007 49628 35343 0 75229 0
25008 51123 34786 0 74291 0
25009 52634 34259 0 73307 0
25010 54241 33850 0 72109 0
25011 55730 33438 0 71032 0
25012 57346 33064 0 69790 0
25013 59069 32713 0 68418 0
25014 60791 32437 0 66972 0
25015 62268 32413 0 65519 0
25016 63848 32400 0 63952 0
25017 65422 32444 0 62334 0
25018 66937 32519 0 60744 0
25019 68225 32850 0 59125 0
25020 69643 33114 0 57443 0
25021 70865 33570 0 55765 0
25022 72126 33941 0 54133 0
25023 73239 34373 0 52588 0
25024 74195 34976 0 51029 0
25025 75159 35682 0 49359 0
25026 75909 36491 0 47800 0
25027 76535 37298 0 46367 0
25028 77076 38253 0 44871 0
25029 77301 39352 0 43547 0
25030 77533 40291 0 42376 0
25031 77568 41370 0 41262 0
25032 77310 42662 0 40228 0
25033 77067 43957 0 39176 0
25034 76740 45242 0 38218 0
25035 76186 46661 0 37353 0
25036 75501 48161 0 36538 0
25037 74758 49664 0 35778 0
25038 73999 51173 0 35028 0
25039 73003 52693 0 34504 0
25040 71865 54275 0 34060 0
25041 70710 55948 0 33542 0
25042 69450 57548 0 33202 0
25043 68185 59115 0 32900 0
25044 66780 60750 0 32670 0
25045 65312 62355 0 32533 0
25046 63668 63999 0 32533 0
25047 62093 65581 0 32526 0
25048 60405 67048 0 32747 0
25049 58690 68481 0 33029 0
25050 57116 69706 0 33378 0
25051 55496 70975 0 33729 0
25052 53905 72193 0 34102 0
25053 52166 73428 0 34606 0
25054 50584 74411 0 35205 0
25055 49177 75259 0 35764 0
25056 47767 75989 0 36444 0
25057 46333 76578 0 37289 0
25058 44944 77050 0 38206 0
25059 43677 77255 0 39268 0
25060 42424 77480 0 40296 0
25061 41098 77613 0 41489 0
25062 39887 77592 0 42721 0
25063 38773 77499 0 43928 0
25064 37818 77162 0 45220 0
25065 36911 76622 0 46667 0
25066 36025 76025 0 48150 0
25067 35203 75295 0 49702 0
25068 34609 74433 0 51158 0
25069 33950 73518 0 52732 0
25070 33470 72382 0 54348 0
25071 33113 71137 0 55950 0
25072 32674 69757 0 57769 0
25073 32463 68294 0 59443 0
25074 32364 66780 0 61056 0
25075 32317 65170 0 62713 0
25076 32279 63626 0 64295 0
25077 32320 61986 0 65894 0
25078 32441 60345 0 67414 0
25079 32643 58567 0 68990 0
25080 32987 56869 0 70344 0
25081 33276 55267 0 71657 0
25082 33733 53579 0 72888 0
25083 34262 51979 0 73959 0
25084 34779 50567 0 74854 0
25085 35399 49001 0 75800 0
25086 36289 47451 0 76460 0
25087 37196 45927 0 77077 0
25088 38121 44419 0 77660 0
25089 39189 42943 0 78068 0
25090 40275 41682 0 78243 0
25091 41469 40514 0 78217 0
25092 42643 39411 0 78146 0
25093 44003 38327 0 77870 0
25094 45420 37286 0 77494 0
25095 46891 36335 0 76974 0
25096 48351 35535 0 76314 0
25097 49800 34746 0 75654 0
25098 51469 34004 0 74727 0
25099 53105 33483 0 73612 0
25100 54949 32988 0 72263 0
25101 56785 32565 0 70850 0
25102 58461 32338 0 69401 0
25103 60205 32086 0 67909 0
25104 61788 31958 0 66454 0
25105 63498 31913 0 64789 0
25106 65130 31876 0 63194 0
25107 66660 32017 0 61523 0
25108 68208 32122 0 59870 0
25109 69627 32370 0 58203 0
25110 71076 32624 0 56500 0
25111 72314 33149 0 54737 0
25112 73398 33727 0 53075 0
25113 74418 34320 0 51462 0
25114 75361 35029 0 49810 0
25115 76137 35751 0 48312 0
25116 76909 36481 0 46810 0
25117 77394 37377 0 45429 0
25118 77671 38454 0 44075 0
25119 78025 39410 0 42765 0
25120 78152 40473 0 41575 0
25121 78148 41687 0 40365 0
25122 78067 42846 0 39287 0
25123 77790 44119 0 38291 0
25124 77422 45451 0 37327 0
25125 76813 46893 0 36494 0
25126 76012 48472 0 35716 0
25127 75275 49982 0 34943 0
25128 74331 51675 0 34194 0
25129 73273 53344 0 33583 0
25130 72028 55018 0 33154 0
25131 70749 56632 0 32819 0
25132 69359 58298 0 32543 0
25133 67952 60015 0 32233 0
25134 66502 61697 0 32001 0
25135 64896 63331 0 31973 0
25136 63360 64901 0 31939 0
25137 61811 66423 0 31966 0
25138 60067 68001 0 32132 0
25139 58307 69425 0 32468 0
25140 56762 70751 0 32687 0
25141 54945 72066 0 33189 0
25142 53227 73261 0 33712 0
25143 51681 74275 0 34244 0
25144 50196 75095 0 34909 0
25145 48705 75895 0 35600 0
25146 47280 76601 0 36319 0
25147 45763 77293 0 37144 0
25148 44397 77737 0 38066 0
25149 43076 77980 0 39144 0
25150 41821 78023 0 40356 0
25151 40665 78049 0 41486 0
25152 39408 77997 0 42795 0
25153 38320 77774 0 44106 0
25154 37405 77320 0 45475 0
25155 36399 76863 0 46938 0
25156 35564 76188 0 48448 0
25157 34814 75376 0 50010 0
25158 34254 74370 0 51576 0
25159 33685 73289 0 53226 0
25160 33143 72075 0 54982 0
25161 32694 70887 0 56619 0
25162 32380 69502 0 58318 0
25163 32141 67952 0 60107 0
25164 31966 66531 0 61703 0
25165 31903 64831 0 63466 0
25166 31964 63211 0 65025 0
25167 32124 61588 0 66488 0
25168 32252 59954 0 67994 0
25169 32514 58297 0 69389 0
25170 32846 56560 0 70794 0
25171 33294 54804 0 72102 0
25172 33661 53294 0 73245 0
25173 34214 51608 0 74378 0
25174 34825 50086 0 75289 0
25175 35625 48589 0 75986 0
25176 36519 46976 0 76705 0
25177 37424 45453 0 77323 0
25178 38467 44042 0 77691 0
25179 39525 42541 0 78134 0
25180 40770 41154 0 78276 0
25181 41954 39884 0 78362 0
25182 43272 38768 0 78160 0
25183 44664 37777 0 77759 0
25184 45998 36830 0 77372 0
25185 47431 36013 0 76756 0
25186 49108 35211 0 75881 0
25187 50786 34356 0 75058 0
25188 52399 33774 0 74027 0
25189 53974 33205 0 73021 0
25190 55662 32749 0 71789 0
25191 57465 32380 0 70355 0
25192 59210 32095 0 68895 0
25193 60887 31855 0 67458 0
25194 62603 31783 0 65814 0
25195 64242 31681 0 64277 0
25196 65843 31654 0 62703 0
25197 67307 31790 0 61103 0
25198 68727 32027 0 59446 0
25199 70097 32315 0 57788 0
25200 71452 32702 0 56046 0
25201 72710 33147 0 54343 0
25202 73859 33635 0 52706 0
25203 74840 34206 0 51154 0
25204 75848 34865 0 49487 0
25205 76703 35608 0 47889 0
25206 77445 36387 0 46368 0
25207 78032 37299 0 44869 0
25208 78437 38323 0 43440 0
25209 78693 39391 0 42116 0
25210 78772 40517 0 40911 0
25211 78789 41704 0 39707 0
25212 78707 43048 0 38445 0
25213 78287 44447 0 37466 0
25214 77779 45921 0 36500 0
25215 77188 47455 0 35557 0
25216 76302 49049 0 34849 0
25217 75326 50655 0 34219 0
25218 74190 52378 0 33632 0
25219 73145 53961 0 33094 0
25220 71882 55719 0 32599 0
25221 70357 57556 0 32287 0
25222 68933 59245 0 32022 0
25223 67462 60888 0 31850 0
25224 65900 62592 0 31708 0
25225 64250 64216 0 31734 0
25226 62649 65874 0 31677 0
25227 60976 67363 0 31861 0
25228 59485 68748 0 31967 0
25229 57802 70187 0 32211 0
25230 56057 71591 0 32552 0
25231 54414 72801 0 32985 0
25232 52732 73992 0 33476 0
25233 51099 75142 0 33959 0
25234 49417 76179 0 34604 0
25235 47932 76846 0 35422 0
25236 46314 77604 0 36282 0
25237 44935 78088 0 37177 0
25238 43608 78484 0 38108 0
25239 42276 78854 0 39070 0
25240 41023 78952 0 40225 0
25241 39739 78898 0 41563 0
25242 38572 78776 0 42852 0
25243 37614 78316 0 44270 0
25244 36672 77803 0 45725 0
25245 35843 77117 0 47240 0
25246 35039 76316 0 48845 0
25247 34274 75424 0 50502 0
25248 33750 74365 0 52085 0
25249 33236 73241 0 53723 0
25250 32797 72026 0 55377 0
25251 32365 70740 0 57095 0
25252 32099 69301 0 58800 0
25253 31856 67843 0 60501 0
25254 31710 66274 0 62216 0
25255 31592 64730 0 63878 0
25256 31599 63058 0 65543 0
25257 31670 61289 0 67241 0
25258 31949 59524 0 68727 0
25259 32178 57790 0 70232 0
25260 32629 55980 0 71591 0
25261 33097 54305 0 72798 0
25262 33607 52632 0 73961 0
25263 34092 50985 0 75123 0
25264 34792 49429 0 75979 0
25265 35625 47811 0 76764 0
25266 36547 46299 0 77354 0
25267 37437 44941 0 77822 0
25268 38347 43531 0 78322 0
25269 39418 42284 0 78498 0
25270 40664 40920 0 78616 0
25271 41964 39708 0 78528 0
25272 43240 38700 0 78260 0
25273 44679 37641 0 77880 0
25274 46141 36621 0 77438 0
25275 47742 35666 0 76792 0
25276 49237 34906 0 76057 0
25277 50844 34266 0 75090 0
25278 52530 33635 0 74035 0
25279 54167 33287 0 72746 0
25280 55967 32789 0 71444 0
25281 57554 32465 0 70181 0
25282 59196 32213 0 68791 0
25283 60785 32099 0 67316 0
25284 62439 31970 0 65791 0
25285 64055 31935 0 64210 0
25286 65698 32020 0 62482 0
25287 67287 32126 0 60787 0
25288 68775 32412 0 59013 0
25289 70273 32697 0 57230 0
25290 71572 33101 0 55527 0
25291 72815 33505 0 53880 0
25292 74004 33982 0 52214 0
25293 75126 34557 0 50517 0
25294 75938 35312 0 48950 0
25295 76787 35997 0 47416 0
25296 77226 36879 0 46095 0
25297 77710 37839 0 44651 0
25298 78149 38856 0 43195 0
25299 78335 39972 0 41893 0
25300 78375 41162 0 40663 0
25301 78064 42543 0 39593 0
25302 77837 43877 0 38486 0
25303 77439 45042 0 37719 0
25304 76925 46396 0 36879 0
25305 76322 47880 0 35998 0
25306 75507 49435 0 35258 0
25307 74702 50959 0 34539 0
25308 73586 52720 0 33894 0
25309 72420 54413 0 33367 0
25310 71275 56045 0 32880 0
25311 70024 57644 0 32532 0
25312 68504 59422 0 32274 0
25313 66864 61164 0 32172 0
25314 65348 62789 0 32063 0
25315 63815 64432 0 31953 0
25316 62118 66038 0 32044 0
25317 60433 67651 0 32116 0
25318 58731 69153 0 32316 0
25319 56958 70604 0 32638 0
25320 55372 71880 0 32948 0
25321 53743 73093 0 33364 0
25322 52065 74163 0 33972 0
25323 50520 75171 0 34509 0
25324 48774 76100 0 35326 0
25325 47258 76737 0 36205 0
25326 45805 77356 0 37039 0
25327 44418 77729 0 38053 0
25328 43099 78039 0 39062 0
25329 41803 78233 0 40164 0
25330 40566 78311 0 41323 0
25331 39354 78212 0 42634 0
25332 38275 77906 0 44019 0
25333 37351 77539 0 45310 0
25334 36544 76924 0 46732 0
25335 35790 76226 0 48184 0
25336 35048 75396 0 49756 0
25337 34372 74463 0 51365 0
25338 33876 73414 0 52910 0
25339 33405 72241 0 54554 0
25340 32948 70993 0 56259 0
25341 32631 69587 0 57982 0
25342 32317 68183 0 59700 0
25343 32188 66701 0 61311 0
25344 32037 65149 0 63014 0
25345 31994 63512 0 64694 0
25346 32076 62023 0 66101 0
25347 32233 60391 0 67576 0
25348 32407 58794 0 68999 0
25349 32787 57089 0 70324 0
25350 33134 55532 0 71534 0
25351 33488 53890 0 72822 0
25352 34020 52238 0 73942 0
25353 34704 50636 0 74860 0
25354 35369 49100 0 75731 0
25355 36123 47640 0 76437 0
25356 37005 46150 0 77045 0
25357 37953 44795 0 77452 0
25358 38976 43439 0 77785 0
25359 40104 42227 0 77869 0
25360 41292 41038 0 77870 0
25361 42602 39769 0 77829 0
25362 43923 38793 0 77484 0
25363 45302 37829 0 77069 0
25364 46866 36811 0 76523 0
25365 48295 36094 0 75811 0
25366 49792 35379 0 75029 0
25367 51365 34685 0 74150 0
25368 52858 34064 0 73278 0
25369 54549 33536 0 72115 0
25370 56157 33074 0 70969 0
25371 57700 32875 0 69625 0
25372 59336 32666 0 68198 0
25373 61030 32436 0 66734 0
25374 62594 32344 0 65262 0
25375 64147 32306 0 63747 0
